,recipe_id,ingredient_name,ingredient_amount,ingredient_unit,ingredient_remainder
11,129,roasted salted peanuts,0.25,cup,(chopped)
12,129,cilantro leaves,0.25,cup,(chopped)
13,129,mint leaves,2,Tbsp.,(chopped)
14,129,lime,1,,(cut into wedges)
0,130,spaghetti squash,1,,"(medium, ~4lb, cut in half, and seeds removed)"
1,130,oil,2,tsp.,
2,130,tamarind concentrate,1,Tbsp.,(or 1/4 cup lime juice)
3,130,fish sauce,3,Tbsp.,(or soy sauce)
4,130,palm sugar,3,Tbsp.,(or brown sugar)
5,130,chili sauce,1,Tbsp.,(or to taste)
6,130,peanut butter,2,Tbsp.,(optional)
7,130,oil,1,Tbsp.,
8,130,shrimp,8,oz.,(peeled and deveined)
9,130,shallots,2,,(diced)
10,130,garlic,3,cloves,(chopped)
11,130,bean sprouts,2,cups,
12,130,carrot,1,cup,(julienned)
13,130,eggs,2,,(lightly beaten)
14,130,green onions,4,,(sliced)
15,130,roasted peanuts,0.25,cup,(chopped)
16,130,cilantro,0.25,cup,(chopped)
0,131,shrimp scampi,16.4,oz.,"(Gorton’s Simply Bake, two packages)"
1,131,rice noodles,4,oz.,(Pad Thai)
2,131,olive oil,2,Tbsp.,
3,131,green onions,0.5,cup,(sliced)
4,131,red peppers,2,,"(cored and membranes removed, cut into matchsticks)"
5,131,English cucumbers,1,cup,(cut in half & ends trimmed and cut into matchsticks)
6,131,shredded carrots,1,cup,
7,131,cilantro leaves,1,cup,
8,131,rice paper wrappers,22,inches,
9,131,roasted peanuts,0.5,cup,(crushed)
10,131,lime wedges,,,(for serving)
11,131,low sodium tamari sauce,1,Tbsp.,
12,131,creamy peanut butter,0.5,cup,(natural)
13,131,chili garlic sauce,1,Tbsp.,(or Sriracha)
14,131,honey,3,Tbsp.,(or substitute brown sugar or pure maple sugar)
15,131,lime juice,2,Tbsp.,(half a lime)
16,131,water,4,Tbsp.,(or more if you prefer a thinner sauce)
0,132,zucchinis,2,,"(large, shredded)"
1,132,large carrot,1,,(shredded)
2,132,red pepper,1,,(diced)
3,132,fresh cilantro,0.25,cup,"(a small handful, diced + more for garnshing)"
4,132,fresh basil,0.25,cup,"(a small handful, chopped)"
5,132,green onions,0.25,cup,"(diced, green part only for low FODMAP)"
6,132,hot pepper,1,,(sliced - remove the seed if you want less heat)
7,132,peanuts,0.5,cup,(toasted and roughly chopped)
8,132,lime,0.5,,
9,132,peanut butter,1,Tbsp.,
10,132,sesame oil,2,Tbsp.,(+ more for frying)
11,132,coconut aminos,2,Tbsp.,(or tamari)
12,132,coconut sugar,1,Tbsp.,(or brown sugar)
13,132,red pepper flakes,0.25,tsp.,(optional)
0,133,rice noodles,8,oz.,
1,133,onions,1,cup,(thinly sliced)
2,133,green bell peppers,1,cup,
3,133,ground beef,1,lb.,
4,133,beef broth,2,cups,
5,133,taco seasoning,2,Tbsp.,
6,133,green onion,0.5,cup,(sliced)
7,133,cheddar cheese,1,cup,
8,133,avocado,0.5,cup,(diced)
0,134,spaghetti squash,1,,
1,134,olive oil,1,Tbsp.,
2,134,garlic,2,cloves,(minced or crushed)
3,134,sugar snap peas,2,cups,"(or snow peas, sliced in half)"
4,134,bell pepper,1,,(diced)
5,134,carrots,2,,(chopped)
6,134,green onions,5,,(thinly sliced)
7,134,peanuts,0.5,cup,"(chopped, more for serving)"
8,134,lime,,,(for serving)
9,134,soy sauce,2,Tbsp.,
10,134,peanut butter,2,Tbsp.,
11,134,lime juiced,0.5,,
12,134,honey,1,Tbsp.,
13,134,fresh ginger,2,tsp.,(finely chopped)
0,135,peanut butter,0.5,cup,
1,135,rice vinegar,1,Tbsp.,
2,135,honey,2,Tbsp.,
3,135,garlic powder,1.5,tsp.,
4,135,fresh ginger,1,inch,(grated)
5,135,coconut aminos,0.666666667,cup,(or soy sauce)
6,135,limes juiced,2,,
7,135,fish sauce,1,tsp.,
8,135,shallots,2,,(medium)
9,135,avocado oil,0.25,,
10,135,purple cabbage,0.5,,
11,135,shredded carrot,2,cups,
12,135,zucchinis,6,,(spiralized)
13,135,rice noodles,1,pkg.,(thin)
14,135,chicken thighs,1,lb.,
15,135,salt,,,
16,135,pepper,,,
17,135,sesame seeds,,,
18,135,green onion,,,
0,136,zucchinis,2,,"(large, shredded)"
1,136,carrot,1,,"(large, shredded)"
2,136,red pepper,1,,(diced)
3,136,fresh cilantro,0.25,cup,"(a small handful, diced + more for garnshing)"
4,136,fresh basil,0.25,cup,"(a small handful, chopped)"
5,136,green onions,0.25,cup,"(diced, green part only for low FODMAP)"
6,136,hot pepper,1,,(sliced - remove the seed if you want less heat)
7,136,peanuts,0.5,cup,(toasted and roughly chopped)
8,136,lime,0.5,,
9,136,peanut butter,1,Tbsp.,
10,136,sesame oil,2,Tbsp.,(+ more for frying)
11,136,coconut aminos,2,Tbsp.,(or tamari)
12,136,coconut sugar,1,Tbsp.,(or brown sugar)
13,136,red pepper flakes,0.25,tsp.,(optional)
0,137,spaghetti squash,1,,(medium)
1,137,Jif® Natural Crunchy Peanut Butter,0.25,cup,
2,137,firmly packed brown sugar,3,Tbsp.,
3,137,tamari sauce,2,Tbsp.,
4,137,fish sauce,1,Tbsp.,
5,137,lime juice,2,tsp.,
6,137,vegetable oil,1,Tbsp.,
7,137,bean sprouts,1,cup,
8,137,scallions,2,,(minced)
9,137,garlic,1,clove,(minced)
10,137,large egg,1,,(beaten)
0,138,rice noodles,10,oz.,(use rice noodles for gluten-free version)
1,138,coconut oil,1,Tbsp.,
2,138,green onions,6,,(diced)
3,138,broccoli,3,cups,"(fresh, chopped)"
4,138,bell pepper,1,,(sliced into thin strips)
5,138,large carrot,1,,(sliced into half-moon shapes)
6,138,garlic,2,cloves,(minced)
7,138,agave nectar,4,Tbsp.,
8,138,lime juice,3,Tbsp.,(fresh squeezed)
9,138,coconut aminos,3,Tbsp.,
10,138,peanut butter,0.25,cup,
11,138,crushed red pepper flakes,0.5,tsp.,
12,138,cilantro,0.5,cup,(chopped)
13,138,peanuts,,,"(preferably salted, for garnish, optional)"
0,139,zucchinis,2,,"(large, shredded)"
1,139,large carrot,1,,(shredded)
2,139,red pepper,1,,(diced)
3,139,fresh cilantro,0.25,cup,"(a small handful, diced + more for garnshing)"
4,139,fresh basil,0.25,cup,"(a small handful, chopped)"
5,139,green onions,0.25,cup,"(diced, green part only for low FODMAP)"
6,139,hot pepper,1,,(sliced - remove the seed if you want less heat)
7,139,peanuts,65,grams,(toasted and roughly chopped)
8,139,lime,0.5,,
9,139,peanut butter,1,Tbsp.,
10,139,sesame oil,2,Tbsp.,(+ more for frying)
11,139,coconut aminos,2,Tbsp.,(or tamari)
12,139,coconut sugar,1,Tbsp.,(or brown sugar)
13,139,red pepper flakes,0.25,tsp.,(optional)
0,140,shrimp,12,oz.,"(deveined, cooked, you can use any protein, but shrimp is quickest!)"
1,140,rice noodles,12,oz.,(I prefer linguine but you can use smaller if you need to.)
2,140,sesame oil,4,Tbsp.,
3,140,green onions,0.5,cup,(chopped)
4,140,carrots,1,cup,(shredded)
5,140,peppers,1,cup,(I used a mix of red and green)
6,140,garlic,3,Tbsp.,(minced)
7,140,ginger,0.5,Tbsp.,(super for your digestive system)
8,140,turmeric,0.5,Tbsp.,(super for your immune system)
9,140,honey,0.25,cup,(local)
10,140,creamy peanut butter,0.25,cup,
11,140,soy sauce,0.25,cup,(or tamari)
12,140,rice vinegar,3,Tbsp.,
13,140,Sriracha sauce,,,(season to your liking)
14,140,roasted peanuts,0.5,cup,(chopped)
15,140,cilantro,,,"(Optional:, chopped)"
16,140,lime,,,"(Optional:, sliced)"
0,141,olive oil,1,Tbsp.,
1,141,small yellow onion,1,,(diced)
2,141,chicken breasts,4,,
3,141,zucchinis,4,,(spiralized or cut into matchsticks)
4,141,carrot,1,pkg.,(matchsticks)
5,141,red cabbage,0.5,,(thinly chopped)
6,141,scallions,3,,(sliced)
7,141,peanuts,0.25,cup,(chopped)
8,141,chopped cilantro,0.333333333,cup,(finely)
9,141,tamarind paste,0.25,cup,
10,141,soy sauce,1,Tbsp.,
11,141,peanut butter,1,Tbsp.,
12,141,garlic,2,cloves,(minced)
13,141,fish sauce,2,tsp.,
14,141,lime juice,2,tsp.,
0,142,rice noodles,8.0,oz.,(stir-fry)
1,142,shrimp,12.0,oz.,(peeled and deveined)
2,142,salt,,,
3,142,pepper,,,
4,142,low sodium chicken broth,0.5,cup,
5,142,lime juice,3.0,Tbsp.,
6,142,low sodium soy sauce,2.0,Tbsp.,
7,142,minced ginger,1.0,Tbsp.,
8,142,fish sauce,1.0,Tbsp.,
9,142,brown sugar,1.0,Tbsp.,
10,142,chili paste,1.0,tsp.,
11,142,eggs,2.0,,(whisked)
12,142,scallions,,,(optional)
13,142,peanuts,,,(optional)
14,142,bean sprouts,,,(optional)
0,143,rice noodles,300.0,grams,(flat)
1,143,red pepper,1.0,,(thinly sliced)
2,143,zucchinis,2.0,,"(courgettes, make in to noodles)"
3,143,carrot,1.0,,(thinly sliced in the sticks)
4,143,olive oil,1.0,Tbsp.,
5,143,soy sauce,2.0,Tbsp.,
6,143,honey,1.0,Tbsp.,
7,143,lime,1.0,,(juice only)
8,143,red chillies,1.0,tsp.,(chopped)
9,143,garlic,2.0,cloves,(crushed)
10,143,eggs,3.0,,"(British Lion, beaten)"
11,143,cilantro,4.0,Tbsp.,"(Fresh coriander, chopped)"
12,143,peanuts,2.0,Tbsp.,(chopped)
13,143,spring onions,2.0,,(chopped)
0,144,chicken breasts,2.0,,"(large, cut into small pieces)"
1,144,chunky peanut butter,0.6666666666666666,cup,
2,144,soy sauce,6.0,Tbsp.,
3,144,lime,1.0,,
4,144,juice,,,
5,144,rice wine vinegar,2.0,Tbsp.,
6,144,toasted sesame oil,1.0,Tbsp.,
7,144,oyster sauce,2.0,Tbsp.,
8,144,garlic,3.0,cloves,
9,144,brown sugar,4.0,Tbsp.,(or maple syrup)
10,144,water,2.0,cups,
0,145,brown rice noodles,4.0,oz.,(you can get stir-fry type noodles or Pad Thai noodles – and usually that’s half a box)
1,145,zucchini,1.0,,
2,145,red pepper,1.0,,
3,145,yellow onion,0.5,,
4,145,carrots,2.0,,
5,145,oil,2.0,Tbsp.,
6,145,egg,1.0,,(beaten)
7,145,peanuts,0.5,cup,(chopped)
8,145,fresh herbs,0.5,cup,"(like cilantro, green onions, and basil, chopped)"
9,145,fish sauce,3.0,Tbsp.,(or vegan fish sauce substitute)
10,145,brown sugar,3.0,Tbsp.,(or sub another sweetener)
11,145,chicken broth,3.0,Tbsp.,
12,145,white vinegar,2.0,Tbsp.,
13,145,soy sauce,1.0,Tbsp.,
14,145,chili paste,1.0,tsp.,(sambal oelek)
0,146,chicken breast,1.0,lb.,
1,146,spaghetti squash,1.0,,(large)
2,146,carrots,2.0,,"(large, grated)"
3,146,red bell pepper,1.0,,(thinly sliced)
4,146,green onions,4.0,,(thinly sliced + more for garnish)
5,146,garlic cloves,3.0,,(minced)
6,146,cilantro,0.25,cup,(plus more for garnish)
7,146,peanuts,0.3333333333333333,cup,(chopped)
8,146,extra-virgin olive oil,2.0,Tbsp.,
9,146,chicken stock,0.25,cup,
10,146,rice vinegar,1.375,cups,(or substitute white vinegar)
11,146,lime,1.0,,
12,146,honey,3.0,Tbsp.,
13,146,tamari,0.25,cup,(gluten free soy sauce)
14,146,sesame oil,1.0,tsp.,
15,146,pepper,0.25,tsp.,
0,147,spaghetti squash,4.0,cups,"(cooked, 1 large squash or 2 small)"
1,147,"boneless, skinless chicken breasts",1.0,lb.,
2,147,salt,,,
3,147,pepper,,,(to taste)
4,147,arrowroot flour,2.0,Tbsp.,
5,147,olive oil,2.0,Tbsp.,
6,147,red onion,1.0,cup,(thinly sliced)
7,147,eggs,2.0,,
8,147,matchstick carrots,1.0,cup,
9,147,green onions,4.0,,"(cut into 2 inch chunks, white and green parts)"
10,147,mung bean sprouts,1.0,cup,
11,147,Thai basil,,,"(freshly chopped, regular basil is fine)"
12,147,freshly chopped cilantro,,,
13,147,limes,2.0,,(cut into wedges)
14,147,roasted cashews,1.0,handful,(loosely chopped)
15,147,smooth almond butter,2.0,Tbsp.,
16,147,sesame oil,0.5,tsp.,
17,147,coconut aminos,0.5,cup,
18,147,fish sauce,1.0,tsp.,
19,147,Thai chiles,2.0,,(thinly sliced)
20,147,garlic,2.0,cloves,(minced)
21,147,rice vinegar,1.0,Tbsp.,
22,147,ginger,1.0,inch,"(nob of, peeled and grated)"
23,147,full fat coconut milk,3.0,Tbsp.,
0,148,rice stick noodles,150.0,grams,(flat)
1,148,sesame oil,2.0,Tbsp.,
2,148,chicken breast fillet,100.0,grams,(finely sliced)
3,148,medium carrot,1.0,,(julienned)
4,148,red capsicum,1.0,,"(medium, finely sliced)"
5,148,garlic clove,1.0,,(crushed)
6,148,snow peas,80.0,grams,(trimmed and sliced)
7,148,spring onions,3.0,,(thinly sliced)
8,148,large eggs,2.0,,(lightly beaten)
9,148,bean sprouts,1.0,handful,
10,148,fresh coriander,1.0,handful,(chopped)
11,148,unsalted peanuts,20.0,grams,(chopped)
12,148,fresh red chilli,,,"(sliced, to serve, optional)"
13,148,lime wedges,,,(to serve)
14,148,fish sauce,1.0,Tbsp.,
15,148,honey,1.0,Tbsp.,
16,148,rice vinegar,0.5,Tbsp.,
17,148,lime juice,1.0,Tbsp.,
18,148,salt,1.0,Tbsp.,(reduced tamari or soy sauce)
19,148,fresh red chilli,0.5,tsp.,(finely chopped)
0,149,medium zucchini,1.0,,
1,149,shredded cabbage,1.0,cup,
2,149,red bell pepper,1.0,cup,(sliced)
3,149,scallions,2.0,,(thinly sliced)
4,149,chopped cilantro,0.25,cup,
5,149,cooked quinoa,0.5,cup,
6,149,dry roasted peanuts,0.25,cup,
7,149,creamy peanut butter,2.0,Tbsp.,(or almond butter)
8,149,limes,2.0,,(juice of)
9,149,gluten-free tamari,2.0,tsp.,
10,149,Sriracha sauce,1.0,tsp.,(or asian hot sauce of choice)
11,149,ground ginger,0.5,tsp.,
12,149,water,,,(as needed to thin the sauce)
0,150,lime juice,2.0,Tbsp.,
1,150,tomato paste,3.0,Tbsp.,
2,150,soy sauce,6.0,Tbsp.,
3,150,chili pepper and garlic sauce,2.0,Tbsp.,(or Sriracha)
4,150,yellow miso,2.0,Tbsp.,
5,150,light brown sugar,2.0,Tbsp.,
6,150,creamy peanut butter,1.0,Tbsp.,
7,150,tamarind paste,1.0,Tbsp.,
8,150,water,0.5,cup,
9,150,extra firm tofu,16.0,oz.,
10,150,salt,0.25,tsp.,
11,150,rice noodles,16.0,oz.,
12,150,vegetable oil,2.0,Tbsp.,(plus more if needed)
13,150,cabbage,1.0,head,
14,150,green onions,5.0,,
15,150,carrots,4.0,,
16,150,eggs,4.0,,
17,150,garlic,4.0,cloves,(minced)
18,150,chopped cilantro,0.5,cup,(divided)
19,150,mung bean sprouts,0.5,cup,
20,150,chopped peanuts,0.5,cup,
21,150,limes,2.0,,(cut into wedges)
0,151,ramen noodles,4.0,cups,"(or cooked Pad thai, I use gluten free)"
1,151,veggies,3.0,cups,"(assorted, chopped or sliced)"
2,151,butter sauce,1.0,batch,(peanut)
3,151,garlic,6.0,cloves,
4,151,coconut milk,1.0,cup,
5,151,Sriracha sauce,0.25,cup,
6,151,salt,,,
7,151,pepper,,,
0,152,almond butter,0.25,cup,
1,152,lime juice,0.25,cup,(freshly squeezed)
2,152,tamarind paste,1.0,Tbsp.,(optional)
3,152,fresh ginger,1.0,Tbsp.,(minced)
4,152,garlic clove,1.0,,(minced)
5,152,Sriracha,2.0,tsp.,(or to taste)
6,152,salt,1.0,pinch,
7,152,water,0.25,cup,
8,152,zucchini,6.0,cups,"(spiralized or peeled, about 2-3 zucchini)"
9,152,shredded carrots,1.0,cup,(about 2 carrots)
10,152,red cabbage,1.0,cup,(thinly sliced)
11,152,broccoli,1.0,cup,(chopped)
12,152,snow peas,1.0,cup,(chopped)
13,152,scallions,0.5,cup,(chopped)
14,152,chopped almonds,0.5,cup,
15,152,chopped cilantro,0.5,cup,
0,153,peanut butter,2.0,Tbsp.,
1,153,rice vinegar,0.25,tsp.,
2,153,soy sauce,0.5,tsp.,
3,153,honey,0.5,tsp.,
4,153,Sriracha sauce,1.0,tsp.,
5,153,pepper,0.125,tsp.,
6,153,ginger powder,0.25,tsp.,
7,153,garlic powder,0.5,tsp.,
8,153,water,5.0,Tbsp.,
9,153,olive oil,1.0,Tbsp.,
10,153,sweet potato,1.0,,(peeled)
11,153,zucchini,1.0,,
12,153,basil leaves,,,(chopped)
13,153,chopped peanuts,2.0,Tbsp.,
0,154,extra firm tofu,300.0,grams,
1,154,rice noodles,200.0,grams,
2,154,broccoli,1.0,head,(cut into 1” florets)
3,154,carrots,2.0,,(julienned)
4,154,red pepper,1.0,,(julienned)
5,154,garlic cloves,4.0,,(diced)
6,154,oil,,,(for frying)
7,154,peanut butter,1.0,Tbsp.,
8,154,Sriracha sauce,2.0,Tbsp.,
9,154,brown sugar,1.0,Tbsp.,
10,154,ginger,,,"(thumb of, grated)"
11,154,lime juice,1.0,,(only)
12,154,soya sauce,3.0,Tbsp.,
13,154,water,0.25,cup,
14,154,spring onions,2.0,,(sliced)
15,154,peanuts,,,(crushed)
16,154,lime,1.0,wedge,
0,155,extra-virgin olive oil,2.0,Tbsp.,
1,155,red pepper,1.0,,(thinly sliced into matchsticks)
2,155,small carrots,3.0,,(peeled and sliced into matchsticks)
3,155,zucchini,1.0,,(chopped into matchstick)
4,155,pad thai noodles,8.0,oz.,(brown rice)
5,155,peanuts,,,
6,155,green onion,,,
7,155,lime,,,
8,155,natural peanut butter,3.0,Tbsp.,
9,155,low sodium soy sauce,1.0,Tbsp.,"(or tamari, if gluten free)"
10,155,rice wine vinegar,1.0,Tbsp.,
11,155,sriracha,1.0,Tbsp.,
12,155,miso paste,1.0,Tbsp.,
13,155,juice,,,(a lime)
14,155,water,0.25,cup,
15,155,ginger,1.0,tsp.,(freshly grated)
0,156,rice noodles,200.0,grams,(organic)
1,156,tofu,200.0,grams,(block of)
2,156,rice flour,40.0,grams,
3,156,pak choi,250.0,grams,(roughly chopped)
4,156,beansprouts,100.0,grams,
5,156,spring onions,6.0,,"(white and green parts, sliced on the diagonal)"
6,156,red chilli,1.0,,"(seeds in, thinly sliced)"
7,156,garlic,2.0,cloves,(thinly sliced)
8,156,peanuts,50.0,grams,(dry fried in a hot pan and then roughly chopped)
9,156,shallots,20.0,grams,(crispy)
10,156,peanuts,30.0,grams,(dry fried and roughly chopped)
11,156,fresh coriander,2.0,Tbsp.,(roughly chopped)
12,156,soy sauce,80.0,mL,
13,156,lime,1.0,,
14,156,maple syrup,1.0,Tbsp.,
15,156,water,2.0,Tbsp.,
16,156,lime,1.0,,(cut into wedges)
17,156,oil,2.0,Tbsp.,(groundnut)
0,157,rice noodles,8.0,oz.,"(Thai,  , enough for 2 people)"
1,157,raw shrimp,15.0,,"(small to medium, shells removed)"
2,157,boneless chicken breast,1.0,,"(or 1 to 2 thighs*, chopped up into small pieces)"
3,157,soy sauce,1.0,Tbsp.,
4,157,green onions,4.0,,"(sliced, keep white separate from green)"
5,157,garlic,4.0,cloves,(minced)
6,157,galangal,1.0,tsp.,"(grated, or ginger)"
7,157,green chilies,2.0,,"(or fresh red, or as much or little as you like, finely sliced)"
8,157,egg,1.0,,
9,157,bean sprouts,3.0,cups,
10,157,fresh coriander,1.0,handful,(/cilantro)
11,157,roasted peanuts,0.3333333333333333,cup,(chopped)
12,157,vegetable oil,3.0,Tbsp.,
13,157,lime wedges,,,(for serving)
14,157,sauce,,,(Pad Thai)
15,157,tamarind paste,1.5,Tbsp.,"(to taste, available at Asian/Indian food stores)"
16,157,chicken stock,0.25,cup,
17,157,fish sauce,3.0,Tbsp.,
18,157,soy sauce,1.0,Tbsp.,
19,157,chili sauce,1.0,tsp.,"( , or 1/3 to 3/4 teaspoon cayenne pepper, to taste)"
20,157,ground white pepper,0.125,tsp.,
0,158,rice noodles,8.0,oz.,"(flat, found in the Asian section in most grocery stores - may sub fettuccine noodles in a pinch, cooked al dente according to package instructions)"
1,158,boneless skinless chicken breast,1.0,,
2,158,salt,0.5,inch,
3,158,eggs,2.0,,
4,158,bean sprouts,1.0,cup,(fresh)
5,158,sliced green onions,0.3333333333333333,cup,
6,158,white onion,0.25,cup,(sliced)
7,158,cilantro,0.3333333333333333,cup,(roughly chopped)
8,158,peanuts,,,(optional:)
9,158,ketchup,0.25,cup,
10,158,fish sauce,2.0,Tbsp.,(found in the Asian section at most grocery stores)
11,158,sugar,2.0,Tbsp.,
12,158,minced garlic,1.0,tsp.,
13,158,peanut butter,1.0,tsp.,
14,158,lime,1.0,,
15,158,crushed red pepper flakes,0.5,tsp.,
16,158,soy sauce,1.0,tsp.,
0,159,meat,0.75,lb.,"(your choice, such as chicken, pork, beef, or a combination cut into 2 inch strips)"
1,159,extra firm tofu,4.0,oz.,(cut into 1.5 inch strips)
2,159,large shrimp,8.0,,"(cleaned, with Tails)"
3,159,rice noodles,8.0,oz.,"(Medium, #10 Thai)"
4,159,grapeseed oil,0.25,cup,(or Vegetable or Peanut Oil)
5,159,scallions,3.0,,(tops separated from white/greenish roots)
6,159,garlic,1.5,tsp.,"(Fresh, minced)"
7,159,eggs,2.0,,
8,159,chicken stock,1.5,cups,(/Broth)
9,159,tamarind paste,3.0,Tbsp.,
10,159,brown sugar,0.3333333333333333,cup,(packed)
11,159,fish sauce,2.0,Tbsp.,
12,159,lime juice,1.0,Tbsp.,(Freshly Squeezed)
13,159,tomato paste,1.0,Tbsp.,(single strength)
14,159,chili paste,1.0,tsp.,(Sambal Oelek)
15,159,medium carrot,1.0,,(shaved into ribbonss)
16,159,bean sprouts,1.0,cup,
17,159,cilantro leaves,0.5,cup,"(Fresh, chopped)"
18,159,unsalted roasted peanuts,0.5,cup,(crushed)
19,159,lime,1.0,,(cut into wedges)
0,160,rice noodles,300.0,grams,
1,160,red pepper,1.0,,(sliced)
2,160,broccoli florets,1.0,cup,
3,160,bean sprouts,1.0,cup,
4,160,carrots,2.0,,(sliced)
5,160,green onions,1.0,cup,(sliced)
6,160,red onion,0.5,,(sliced)
7,160,garlic,2.0,cloves,
8,160,peanut oil,1.0,Tbsp.,(or any other oil)
9,160,tofu,0.5,pkg.,(optional)
10,160,ginger,1.0,Tbsp.,(diced)
11,160,peanut butter,2.0,Tbsp.,
12,160,soy sauce,4.0,Tbsp.,
13,160,limes,2.0,,
14,160,agave syrup,2.0,Tbsp.,
15,160,warm water,0.75,cup,
16,160,Sriracha sauce,,,(to taste)
17,160,peanuts,,,(crushed)
18,160,green onion,,,(sliced)
